comments_disabled,ratings_disabled,len_title,is_weekend,No_tags_log,desc_len_log,category_id_2,category_id_10,category_id_15,category_id_17,category_id_19,category_id_20,category_id_22,category_id_23,category_id_24,category_id_25,category_id_26,category_id_27,category_id_28,category_id_29,category_id_30,category_id_43,publish_period_Pagi,publish_period_Siang
0,0,-0.2735161692071678,0,-1.287014510614523,0.6580496439014467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,-0.36591847542607475,0,0.5581238982448194,-1.6915861676336685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0.049891902559006586,0,-0.7528928423942344,0.370936355364236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,-0.874131159630063,0,-0.6101655970394104,0.927236159184941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,-2.0291599873664,1,1.1653089658481464,0.5493068581605369,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,-0.6431253940827957,1,1.1653089658481464,-0.33593775253515273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,-1.1051369251773304,1,-3.163030356382161,-1.9696447615814574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,-1.7981542218191326,1,-0.6101655970394104,-0.775647037590585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,-1.8443553749285861,0,-1.0870508983663927,-1.5687481453215517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,-0.96653346584897,0,-0.24902478160663866,1.664559857073266,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,-0.4583207816449817,1,-0.6101655970394104,0.41433298994857204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,-0.8279300065206096,0,1.0797140905370761,-1.0336263579364995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,-0.96653346584897,0,0.6192549425858072,1.9164562411990693,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1.2049207302953435,0,0.42782413196847413,-0.08572925001764843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0.6505068929819019,0,-1.0870508983663927,-0.12090651088572495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.5045219347544352,0,1.0797140905370761,-0.12279176418515307,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,-1.2899415376151444,1,0.358160285996689,-0.02907928336924126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1.343524189623704,0,0.358160285996689,0.9658517160125885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,-1.9367576811474931,0,0.6192549425858072,0.6402585550221277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1.0663172709669833,0,0.9413848002802877,1.6346868018554568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.8353115054197158,1,0.6192549425858072,-0.02907928336924126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,-0.04251040365990038,0,0.358160285996689,0.829059051314416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,-1.7519530687096792,0,-0.7528928423942344,0.2807687105804861,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,-0.36591847542607475,1,0.6779880638611233,0.4320702801977609,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.7429091992008088,0,-0.7528928423942344,1.4361599267325345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1.2973230365142505,0,0.358160285996689,-0.3859057227283828,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,-0.13491270987880735,0,-0.24902478160663866,-0.2794592557852204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0.6043057398724484,0,-1.7908825714021193,-1.1296327394455468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1.251121883404797,0,0.358160285996689,-0.33361793203823376,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1.1125184240764368,1,0.20828504313439755,1.4353330880788824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,-0.04251040365990038,0,-0.04906116935850821,-0.7201459464208122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0.09609305566846006,0,-0.6101655970394104,0.6500817891520465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,-0.22731501609771432,0,0.7889649474012459,-0.713414642739978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0.8353115054197158,0,-0.3600016651467613,0.0910615999592398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
